Date,TGD20,D1,model
2024-04-30,0.42037669711200676,0.5796233028879932,B
2024-05-06,0.4227295614863454,0.5772704385136547,B
2024-05-07,0.43373942751912825,0.5662605724808717,B
2024-05-08,0.42267505937570377,0.5773249406242963,B
2024-05-09,0.4176282794773229,0.582371720522677,B
2024-05-10,0.4051415248673493,0.5948584751326507,B
2024-05-13,0.3865246437885167,0.6134753562114833,B
2024-05-14,0.37373639878765996,0.62626360121234,B
2024-05-15,0.36844475121907183,0.6315552487809282,B
2024-05-16,0.3348311426204357,0.6651688573795644,B
2024-05-17,0.3212741226243943,0.6787258773756057,B
2024-05-20,0.34001353574007315,0.6599864642599269,B
2024-05-21,0.360469476238383,0.639530523761617,B
2024-05-22,0.3680007446177707,0.6319992553822293,B
2024-05-23,0.39146581901245514,0.6085341809875447,B
2024-05-24,0.39398705278113455,0.6060129472188654,B
2024-05-27,0.40018241555771156,0.5998175844422884,B
2024-05-28,0.4087814586650239,0.5912185413349761,B
2024-05-29,0.4129049701286338,0.5870950298713662,B
2024-05-30,0.40581634186302235,0.5941836581369777,B
2024-05-31,0.3980317029381442,0.6019682970618558,B
2024-06-03,0.39807599052564113,0.6019240094743589,B
2024-06-04,0.39143582081171424,0.6085641791882858,B
2024-06-05,0.3816699975646394,0.6183300024353606,B
2024-06-06,0.38065241619811485,0.619347583801885,B
2024-06-07,0.37552469936940897,0.6244753006305911,B
2024-06-11,0.38277791838439446,0.6172220816156055,B
2024-06-12,0.38634869869317373,0.6136513013068263,B
2024-06-13,0.40086059659024487,0.599139403409755,B
2024-06-14,0.39959150458234294,0.6004084954176571,B
2024-06-17,0.3986375157314717,0.6013624842685283,B
2024-06-18,0.39404957749471825,0.6059504225052819,B
2024-06-19,0.3955290601092902,0.6044709398907098,B
2024-06-20,0.3995769462785631,0.6004230537214368,B
2024-06-21,0.40112116518777124,0.5988788348122288,B
2024-06-24,0.3894784792373106,0.6105215207626894,B
2024-06-25,0.3776271917924429,0.6223728082075571,B
2024-06-26,0.37648603662394675,0.6235139633760534,B
2024-06-27,0.383007789813993,0.616992210186007,B
2024-06-28,0.38697180027635697,0.6130281997236431,B
2024-07-01,0.37904631424388574,0.6209536857561142,B
2024-07-02,0.36667288121804803,0.6333271187819519,B
2024-07-03,0.37944623667273175,0.6205537633272683,B
2024-07-04,0.3974983303407306,0.6025016696592693,B
2024-07-05,0.3882992073071813,0.6117007926928187,B
2024-07-08,0.3864064431885615,0.6135935568114385,B
2024-07-09,0.380556880805064,0.619443119194936,B
2024-07-10,0.384066625075157,0.6159333749248431,B
2024-07-11,0.3800527596370447,0.6199472403629552,B
2024-07-12,0.37581061981978886,0.6241893801802111,B
2024-07-15,0.3848781625078284,0.6151218374921716,B
2024-07-16,0.39094217227264677,0.6090578277273532,B
2024-07-17,0.392394118315247,0.6076058816847529,B
2024-07-18,0.39381670561275517,0.6061832943872447,B
2024-07-19,0.3904220873478031,0.609577912652197,B
2024-07-22,0.4052094524163012,0.594790547583699,B
2024-07-23,0.4140020465173175,0.5859979534826825,B
2024-07-24,0.3962177587780551,0.6037822412219448,B
2024-07-25,0.3839906898994599,0.61600931010054,B
2024-07-26,0.3812031066977047,0.6187968933022953,B
