Date,TGD20,D1,FlowDensity20,model
2025-05-21,0.29799155106606834,0.44252621692952776,0.25948223200440396,C
2025-05-22,0.3012988508149784,0.44932076618198485,0.24938038300303672,C
2025-05-23,0.30234270331171037,0.4566682067006333,0.24098908998765622,C
2025-05-26,0.30261069975189825,0.4551365522472946,0.24225274800080707,C
2025-05-27,0.30440173912811325,0.45694337917496236,0.23865488169692448,C
2025-05-28,0.2996754846282587,0.44981620498609326,0.25050831038564797,C
2025-05-29,0.3003367688009192,0.44534366908316114,0.25431956211591966,C
2025-05-30,0.3000011658837249,0.43175027156955653,0.2682485625467186,C
2025-06-03,0.30066825507742984,0.4339634773663242,0.265368267556246,C
2025-06-04,0.2964069402760931,0.44210298884647403,0.2614900708774329,C
2025-06-05,0.2910336098242297,0.4492438619247099,0.2597225282510604,C
2025-06-06,0.2918323873087673,0.4520930668829167,0.25607454580831596,C
2025-06-09,0.2867416774256721,0.45321658671933146,0.2600417358549964,C
2025-06-10,0.28822600670187754,0.450182824293517,0.26159116900460544,C
2025-06-11,0.2863631030703008,0.4474751779566943,0.266161718973005,C
2025-06-12,0.28508826154823946,0.4485181779801804,0.26639356047157997,C
2025-06-13,0.2831194436569797,0.4393788328402173,0.2775017235028029,C
2025-06-16,0.2872366071402852,0.4347274320329713,0.2780359608267436,C
2025-06-17,0.2870817248239712,0.430467993169065,0.28245028200696376,C
2025-06-18,0.2929006128035988,0.4319133206609439,0.2751860665354573,C
2025-06-19,0.2929201685277498,0.4267437426294954,0.2803360888427548,C
2025-06-20,0.2907266822878312,0.4305183167451542,0.2787550009670148,C
2025-06-23,0.2948039413067456,0.42715452673434384,0.2780415319589105,C
2025-06-24,0.2930201915894989,0.420670326963448,0.2863094814470532,C
2025-06-25,0.2928278765520609,0.4156820215583807,0.2914901018895584,C
2025-06-26,0.3072037692998407,0.41535391490693013,0.27744231579322914,C
2025-06-27,0.3060293503458794,0.4120986001039857,0.2818720495501349,C
2025-06-30,0.30714561613162206,0.4084656855051438,0.2843886983632343,C
2025-07-01,0.308864663003491,0.40634291562241653,0.28479242137409244,C
2025-07-02,0.3144326099558125,0.40666904261534265,0.2788983474288449,C
2025-07-03,0.3177281389450715,0.4158780320471693,0.26639382900775915,C
