,cum_hl
2025-09-22,0.71754116927051
2025-09-23,0.704017107624694
2025-09-24,0.7041581718820524
2025-09-25,0.6996116506385317
2025-09-26,0.701401572338978
2025-09-29,0.6894552446002179
2025-09-30,0.6823654892222484
2025-10-09,0.6714100468288163
2025-10-10,0.6874325099897687
2025-10-13,0.681345794474573
2025-10-14,0.6895427206167652
2025-10-15,0.6924625852657214
2025-10-16,0.6934461844055045
2025-10-17,0.6984048212965548
2025-10-20,0.7057277346306831
2025-10-21,0.7057975698805412
2025-10-22,0.7155340084356122
2025-10-23,0.7155194105881528
2025-10-24,0.7137926940685132
2025-10-27,0.7092499976699226
2025-10-28,0.7104237322705214
2025-10-29,0.7034726879198971
2025-10-30,0.6994425432716119
2025-10-31,0.7238901784806215
2025-11-03,0.7277930925299041
2025-11-04,0.7270501545323808
2025-11-05,0.7177364990053186
2025-11-06,0.7099690717626496
2025-11-07,0.699666702570079
2025-11-10,0.7072174132121415
2025-11-11,0.7053929640347313
2025-11-12,0.7022552314593675
2025-11-13,0.6978471925948672
2025-11-14,0.7022911440463319
2025-11-17,0.7072970678077135
2025-11-18,0.7247506354423063
2025-11-19,0.7205398175789074
2025-11-20,0.7215426219992586
2025-11-21,0.7323552469916033
2025-11-24,0.7446017044112404
2025-11-25,0.7499073307496802
2025-11-26,0.7521411650652184
2025-11-27,0.7482069777743084
2025-11-28,0.7501905283064998
2025-12-01,0.7593572952577822
2025-12-02,0.7504626857415189
2025-12-03,0.7395295611931845
2025-12-04,0.7393915451944326
2025-12-05,0.7397696188205524
2025-12-08,0.743651443055449
2025-12-09,0.7468214249733525
2025-12-10,0.7437667644372984
2025-12-11,0.7393455693727686
2025-12-12,0.7332900710418458
2025-12-15,0.7266342200534662
2025-12-16,0.7348186253200041
2025-12-17,0.7385218648886027
2025-12-18,0.7432960041244908
2025-12-19,0.7492808242144733
2025-12-22,0.7522436997562243
2025-12-23,0.7449214403571625
2025-12-24,0.7472506206158742
2025-12-25,0.7498097723516679
2025-12-26,0.7422204265358848
2025-12-29,0.7457098714574715
2025-12-30,0.7466930130013787
2025-12-31,0.7427865920242992
