Return_Window,Bartime,Group,Sharpe_Ratio,Max_Drawdown,Annualized_Return
Ret_EOD,1970-01-01 10:59:00,group_0,-0.798920762802428,-0.37013825281704404,-0.1286946491944085
Ret_EOD,1970-01-01 10:59:00,group_1,-0.38751199808352055,-0.26198061765323566,-0.056837771771523445
Ret_EOD,1970-01-01 10:59:00,group_2,-0.43017409478237484,-0.2684252649182044,-0.06336286851504518
Ret_EOD,1970-01-01 10:59:00,group_3,-0.5539007854436836,-0.3158919568659251,-0.0838074420379151
Ret_EOD,1970-01-01 10:59:00,group_4,-0.5716166158098811,-0.36583164058813533,-0.0963080939244374
Ret_EOD,1970-01-01 10:59:00,group_HML,0.8209462474259583,-0.05250380416278044,0.032386555269971064
Ret_EOD,1970-01-01 11:29:00,group_0,-1.6564037015623896,-0.4871616303542692,-0.2323192350907917
Ret_EOD,1970-01-01 11:29:00,group_1,-1.0740930444627075,-0.35294673658230435,-0.1352821020870793
Ret_EOD,1970-01-01 11:29:00,group_2,-1.0127691418001905,-0.3490293652779253,-0.1276202423894604
Ret_EOD,1970-01-01 11:29:00,group_3,-1.171974457980598,-0.397821293946344,-0.15254179356730754
Ret_EOD,1970-01-01 11:29:00,group_4,-1.2941807700236974,-0.4524305983078043,-0.18624626178960804
Ret_EOD,1970-01-01 11:29:00,group_HML,1.4065133138230204,-0.031780904278053024,0.04607297330118345
Ret_EOD,1970-01-01 13:29:00,group_0,-1.2126274831175854,-0.37438545628356923,-0.14885478043808367
Ret_EOD,1970-01-01 13:29:00,group_1,-0.7899956835170481,-0.27762441714021546,-0.08633352018490718
Ret_EOD,1970-01-01 13:29:00,group_2,-0.7960291169214673,-0.2915752434988712,-0.08733132099939102
Ret_EOD,1970-01-01 13:29:00,group_3,-0.9545402768557718,-0.33538709300205927,-0.10761395203796441
Ret_EOD,1970-01-01 13:29:00,group_4,-1.1732415750915324,-0.3747037284881731,-0.1447639273303109
Ret_EOD,1970-01-01 13:29:00,group_HML,0.16504384331924737,-0.03471261564793715,0.004090853107772997
Ret_EOD,1970-01-01 13:59:00,group_0,-0.6224316117198132,-0.1850166416366098,-0.05953505426266773
Ret_EOD,1970-01-01 13:59:00,group_1,-0.17304710354250719,-0.11339760769629881,-0.014840352986203512
Ret_EOD,1970-01-01 13:59:00,group_2,-0.12202588433484031,-0.12082846569846073,-0.010545424980175843
Ret_EOD,1970-01-01 13:59:00,group_3,-0.32937238144975695,-0.14924582383296203,-0.0292367024301376
Ret_EOD,1970-01-01 13:59:00,group_4,-0.5217789356034283,-0.18043178687246375,-0.050261250754268634
Ret_EOD,1970-01-01 13:59:00,group_HML,0.47702407403679153,-0.02427199990785489,0.00927380350839903
Ret_EOD,1970-01-01 14:29:00,group_0,-1.0598225691783392,-0.13210469272204362,-0.06065725261291141
Ret_EOD,1970-01-01 14:29:00,group_1,-0.2517584066019138,-0.06281599504348234,-0.012690864276303187
Ret_EOD,1970-01-01 14:29:00,group_2,-0.22416080905052316,-0.0689036345510683,-0.01137575414818517
Ret_EOD,1970-01-01 14:29:00,group_3,-0.381412224408994,-0.08077174021434486,-0.0199414167858463
Ret_EOD,1970-01-01 14:29:00,group_4,-0.8473027768726987,-0.12431109858237688,-0.04927518018873395
Ret_EOD,1970-01-01 14:29:00,group_HML,0.8837007169839358,-0.017690440360160764,0.011382072424177367
Ret_NDay,1970-01-01 09:59:00,group_0,0.1337133780881376,-0.40555813075202596,0.04067036880303235
Ret_NDay,1970-01-01 09:59:00,group_1,0.6593312229098879,-0.30567185840849287,0.17872518516521305
Ret_NDay,1970-01-01 09:59:00,group_2,0.702955300781053,-0.319279168429485,0.1941230690299913
Ret_NDay,1970-01-01 09:59:00,group_3,0.7816636329554674,-0.30805755976551485,0.22526754931707393
Ret_NDay,1970-01-01 09:59:00,group_4,0.7888255828381677,-0.3559361626594285,0.2505839561516113
Ret_NDay,1970-01-01 09:59:00,group_HML,2.2249295814578187,-0.03886984094654111,0.2099135873485786
Ret_NDay,1970-01-01 10:29:00,group_0,0.13713472976223373,-0.40035935389193766,0.04038830966909973
Ret_NDay,1970-01-01 10:29:00,group_1,0.6925668172562031,-0.3214731562253401,0.18039679856767418
Ret_NDay,1970-01-01 10:29:00,group_2,0.7015391223343488,-0.3344348649334017,0.18592515205123594
Ret_NDay,1970-01-01 10:29:00,group_3,0.8368711525974762,-0.31947406141162027,0.23070147274977681
Ret_NDay,1970-01-01 10:29:00,group_4,0.8215432007724128,-0.3609612980729564,0.24827827098649452
Ret_NDay,1970-01-01 10:29:00,group_HML,2.2396356670219495,-0.036569419978828455,0.20788996131739465
Ret_NDay,1970-01-01 10:59:00,group_0,0.16794876804095746,-0.3908845175770934,0.04812884731194119
Ret_NDay,1970-01-01 10:59:00,group_1,0.7401771626187409,-0.3272404544265569,0.18831075218034202
Ret_NDay,1970-01-01 10:59:00,group_2,0.7186549942661745,-0.34236965007856535,0.18470919712637252
Ret_NDay,1970-01-01 10:59:00,group_3,0.846843927633164,-0.3293271490240506,0.22678901963283252
Ret_NDay,1970-01-01 10:59:00,group_4,0.8590877290869454,-0.3684154464358119,0.2520916153409959
Ret_NDay,1970-01-01 10:59:00,group_HML,2.2259692087730722,-0.0365882434563054,0.20396276802905422
Ret_NDay,1970-01-01 11:29:00,group_0,0.15911346602147536,-0.39027029662233825,0.04603064941621134
Ret_NDay,1970-01-01 11:29:00,group_1,0.7095162817876971,-0.3263263696254479,0.18273527480021318
Ret_NDay,1970-01-01 11:29:00,group_2,0.7376460149284157,-0.3406553174384006,0.19294701760488822
Ret_NDay,1970-01-01 11:29:00,group_3,0.8483413123204794,-0.32694837936057597,0.23165504206068055
Ret_NDay,1970-01-01 11:29:00,group_4,0.8836723696242775,-0.36630984555221724,0.26416800786360933
Ret_NDay,1970-01-01 11:29:00,group_HML,2.3528867559612134,-0.03560913794469789,0.21813735844739776
Ret_NDay,1970-01-01 13:29:00,group_0,0.14163933783944935,-0.400138978594068,0.0387503278123544
Ret_NDay,1970-01-01 13:29:00,group_1,0.7305373581933164,-0.2900191464934937,0.17384386662909157
Ret_NDay,1970-01-01 13:29:00,group_2,0.7386747416938931,-0.3088979747910289,0.1784060829724752
Ret_NDay,1970-01-01 13:29:00,group_3,0.89827532306599,-0.2891240521356915,0.22815083122730276
Ret_NDay,1970-01-01 13:29:00,group_4,0.9003415456042064,-0.33269206308583577,0.25205119638286005
Ret_NDay,1970-01-01 13:29:00,group_HML,2.3328841688836026,-0.03312373845258809,0.21330086857050587
Ret_NDay,1970-01-01 13:59:00,group_0,0.14705593430779781,-0.3955378509658788,0.039988865396312
Ret_NDay,1970-01-01 13:59:00,group_1,0.7162394709870495,-0.28342298874242855,0.1699056901143242
Ret_NDay,1970-01-01 13:59:00,group_2,0.7369938271704058,-0.30110782006657866,0.17768502356345234
Ret_NDay,1970-01-01 13:59:00,group_3,0.8982862585197369,-0.2809691576811605,0.22716461195460158
Ret_NDay,1970-01-01 13:59:00,group_4,0.8771461113634308,-0.3252616678620085,0.24595080193859226
Ret_NDay,1970-01-01 13:59:00,group_HML,2.256377585832989,-0.035352630148661635,0.20596193654228032
Ret_NDay,1970-01-01 14:29:00,group_0,0.14628086383503022,-0.40839730482899217,0.041052869819360786
Ret_NDay,1970-01-01 14:29:00,group_1,0.7144775017475263,-0.3015366529216108,0.17681564380276693
Ret_NDay,1970-01-01 14:29:00,group_2,0.7181487664878744,-0.32095366630252753,0.1803112933961646
Ret_NDay,1970-01-01 14:29:00,group_3,0.8867834201382773,-0.30114040681307996,0.23378577407680987
Ret_NDay,1970-01-01 14:29:00,group_4,0.8599525815694393,-0.3440526802726567,0.25118598392152747
Ret_NDay,1970-01-01 14:29:00,group_HML,2.2669024349921787,-0.03458856087914708,0.21013311410216665
